Notes	State	State Code	Year	Year Code	Month	Month Code	Deaths
	Alabama	1	1999	1999	"Jan., 1999"	Jan-99	87
	Alabama	1	1999	1999	"Feb., 1999"	Feb-99	90
	Alabama	1	1999	1999	"Mar., 1999"	Mar-99	92
	Alabama	1	1999	1999	"Apr., 1999"	Apr-99	92
	Alabama	1	1999	1999	"May, 1999"	May-99	57
	Alabama	1	1999	1999	"Jun., 1999"	Jun-99	83
	Alabama	1	1999	1999	"Jul., 1999"	Jul-99	72
	Alabama	1	1999	1999	"Aug., 1999"	Aug-99	70
	Alabama	1	1999	1999	"Sep., 1999"	Sep-99	84
	Alabama	1	1999	1999	"Oct., 1999"	Oct-99	76
	Alabama	1	1999	1999	"Nov., 1999"	Nov-99	80
	Alabama	1	1999	1999	"Dec., 1999"	Dec-99	96
	Alabama	1	2000	2000	"Jan., 2000"	Jan-00	93
	Alabama	1	2000	2000	"Feb., 2000"	Feb-00	84
	Alabama	1	2000	2000	"Mar., 2000"	Mar-00	78
	Alabama	1	2000	2000	"Apr., 2000"	Apr-00	77
	Alabama	1	2000	2000	"May, 2000"	May-00	67
	Alabama	1	2000	2000	"Jun., 2000"	Jun-00	71
	Alabama	1	2000	2000	"Jul., 2000"	Jul-00	64
	Alabama	1	2000	2000	"Aug., 2000"	Aug-00	71
	Alabama	1	2000	2000	"Sep., 2000"	Sep-00	82
	Alabama	1	2000	2000	"Oct., 2000"	Oct-00	79
	Alabama	1	2000	2000	"Nov., 2000"	Nov-00	80
	Alabama	1	2000	2000	"Dec., 2000"	Dec-00	93
	Alabama	1	2001	2001	"Jan., 2001"	Jan-01	97
	Alabama	1	2001	2001	"Feb., 2001"	Feb-01	82
	Alabama	1	2001	2001	"Mar., 2001"	Mar-01	87
	Alabama	1	2001	2001	"Apr., 2001"	Apr-01	71
	Alabama	1	2001	2001	"May, 2001"	May-01	93
	Alabama	1	2001	2001	"Jun., 2001"	Jun-01	71
	Alabama	1	2001	2001	"Jul., 2001"	Jul-01	80
	Alabama	1	2001	2001	"Aug., 2001"	Aug-01	71
	Alabama	1	2001	2001	"Sep., 2001"	Sep-01	71
	Alabama	1	2001	2001	"Oct., 2001"	Oct-01	76
	Alabama	1	2001	2001	"Nov., 2001"	Nov-01	101
	Alabama	1	2001	2001	"Dec., 2001"	Dec-01	74
	Alabama	1	2002	2002	"Jan., 2002"	Jan-02	100
	Alabama	1	2002	2002	"Feb., 2002"	Feb-02	79
	Alabama	1	2002	2002	"Mar., 2002"	Mar-02	103
	Alabama	1	2002	2002	"Apr., 2002"	Apr-02	81
	Alabama	1	2002	2002	"May, 2002"	May-02	88
	Alabama	1	2002	2002	"Jun., 2002"	Jun-02	78
	Alabama	1	2002	2002	"Jul., 2002"	Jul-02	86
	Alabama	1	2002	2002	"Aug., 2002"	Aug-02	88
	Alabama	1	2002	2002	"Sep., 2002"	Sep-02	82
	Alabama	1	2002	2002	"Oct., 2002"	Oct-02	82
	Alabama	1	2002	2002	"Nov., 2002"	Nov-02	74
	Alabama	1	2002	2002	"Dec., 2002"	Dec-02	91
	Alabama	1	2003	2003	"Jan., 2003"	Jan-03	104
	Alabama	1	2003	2003	"Feb., 2003"	Feb-03	89
	Alabama	1	2003	2003	"Mar., 2003"	Mar-03	83
	Alabama	1	2003	2003	"Apr., 2003"	Apr-03	84
	Alabama	1	2003	2003	"May, 2003"	May-03	92
	Alabama	1	2003	2003	"Jun., 2003"	Jun-03	91
	Alabama	1	2003	2003	"Jul., 2003"	Jul-03	99
	Alabama	1	2003	2003	"Aug., 2003"	Aug-03	84
	Alabama	1	2003	2003	"Sep., 2003"	Sep-03	66
	Alabama	1	2003	2003	"Oct., 2003"	Oct-03	76
	Alabama	1	2003	2003	"Nov., 2003"	Nov-03	92
	Alabama	1	2003	2003	"Dec., 2003"	Dec-03	102
	Alabama	1	2004	2004	"Jan., 2004"	Jan-04	112
	Alabama	1	2004	2004	"Feb., 2004"	Feb-04	83
	Alabama	1	2004	2004	"Mar., 2004"	Mar-04	91
	Alabama	1	2004	2004	"Apr., 2004"	Apr-04	92
	Alabama	1	2004	2004	"May, 2004"	May-04	94
	Alabama	1	2004	2004	"Jun., 2004"	Jun-04	75
	Alabama	1	2004	2004	"Jul., 2004"	Jul-04	87
	Alabama	1	2004	2004	"Aug., 2004"	Aug-04	68
	Alabama	1	2004	2004	"Sep., 2004"	Sep-04	82
	Alabama	1	2004	2004	"Oct., 2004"	Oct-04	79
	Alabama	1	2004	2004	"Nov., 2004"	Nov-04	99
	Alabama	1	2004	2004	"Dec., 2004"	Dec-04	87
	Alabama	1	2005	2005	"Jan., 2005"	Jan-05	79
	Alabama	1	2005	2005	"Feb., 2005"	Feb-05	91
	Alabama	1	2005	2005	"Mar., 2005"	Mar-05	112
	Alabama	1	2005	2005	"Apr., 2005"	Apr-05	88
	Alabama	1	2005	2005	"May, 2005"	May-05	81
	Alabama	1	2005	2005	"Jun., 2005"	Jun-05	80
	Alabama	1	2005	2005	"Jul., 2005"	Jul-05	69
	Alabama	1	2005	2005	"Aug., 2005"	Aug-05	90
	Alabama	1	2005	2005	"Sep., 2005"	Sep-05	83
	Alabama	1	2005	2005	"Oct., 2005"	Oct-05	81
	Alabama	1	2005	2005	"Nov., 2005"	Nov-05	97
	Alabama	1	2005	2005	"Dec., 2005"	Dec-05	85
	Alabama	1	2006	2006	"Jan., 2006"	Jan-06	93
	Alabama	1	2006	2006	"Feb., 2006"	Feb-06	94
	Alabama	1	2006	2006	"Mar., 2006"	Mar-06	109
	Alabama	1	2006	2006	"Apr., 2006"	Apr-06	85
	Alabama	1	2006	2006	"May, 2006"	May-06	102
	Alabama	1	2006	2006	"Jun., 2006"	Jun-06	105
	Alabama	1	2006	2006	"Jul., 2006"	Jul-06	71
	Alabama	1	2006	2006	"Aug., 2006"	Aug-06	91
	Alabama	1	2006	2006	"Sep., 2006"	Sep-06	73
	Alabama	1	2006	2006	"Oct., 2006"	Oct-06	92
	Alabama	1	2006	2006	"Nov., 2006"	Nov-06	83
	Alabama	1	2006	2006	"Dec., 2006"	Dec-06	106
	Alabama	1	2007	2007	"Jan., 2007"	Jan-07	106
	Alabama	1	2007	2007	"Feb., 2007"	Feb-07	100
	Alabama	1	2007	2007	"Mar., 2007"	Mar-07	93
	Alabama	1	2007	2007	"Apr., 2007"	Apr-07	76
	Alabama	1	2007	2007	"May, 2007"	May-07	88
	Alabama	1	2007	2007	"Jun., 2007"	Jun-07	74
	Alabama	1	2007	2007	"Jul., 2007"	Jul-07	78
	Alabama	1	2007	2007	"Aug., 2007"	Aug-07	85
	Alabama	1	2007	2007	"Sep., 2007"	Sep-07	74
	Alabama	1	2007	2007	"Oct., 2007"	Oct-07	98
	Alabama	1	2007	2007	"Nov., 2007"	Nov-07	83
	Alabama	1	2007	2007	"Dec., 2007"	Dec-07	96
	Alabama	1	2008	2008	"Jan., 2008"	Jan-08	111
	Alabama	1	2008	2008	"Feb., 2008"	Feb-08	114
	Alabama	1	2008	2008	"Mar., 2008"	Mar-08	113
	Alabama	1	2008	2008	"Apr., 2008"	Apr-08	87
	Alabama	1	2008	2008	"May, 2008"	May-08	69
	Alabama	1	2008	2008	"Jun., 2008"	Jun-08	90
	Alabama	1	2008	2008	"Jul., 2008"	Jul-08	71
	Alabama	1	2008	2008	"Aug., 2008"	Aug-08	88
	Alabama	1	2008	2008	"Sep., 2008"	Sep-08	89
	Alabama	1	2008	2008	"Oct., 2008"	Oct-08	86
	Alabama	1	2008	2008	"Nov., 2008"	Nov-08	93
	Alabama	1	2008	2008	"Dec., 2008"	Dec-08	96
	Alabama	1	2009	2009	"Jan., 2009"	Jan-09	118
	Alabama	1	2009	2009	"Feb., 2009"	Feb-09	91
	Alabama	1	2009	2009	"Mar., 2009"	Mar-09	100
	Alabama	1	2009	2009	"Apr., 2009"	Apr-09	88
	Alabama	1	2009	2009	"May, 2009"	May-09	105
	Alabama	1	2009	2009	"Jun., 2009"	Jun-09	94
	Alabama	1	2009	2009	"Jul., 2009"	Jul-09	95
	Alabama	1	2009	2009	"Aug., 2009"	Aug-09	97
	Alabama	1	2009	2009	"Sep., 2009"	Sep-09	88
	Alabama	1	2009	2009	"Oct., 2009"	Oct-09	90
	Alabama	1	2009	2009	"Nov., 2009"	Nov-09	109
	Alabama	1	2009	2009	"Dec., 2009"	Dec-09	105
	Alabama	1	2010	2010	"Jan., 2010"	Jan-10	91
	Alabama	1	2010	2010	"Feb., 2010"	Feb-10	100
	Alabama	1	2010	2010	"Mar., 2010"	Mar-10	107
	Alabama	1	2010	2010	"Apr., 2010"	Apr-10	90
	Alabama	1	2010	2010	"May, 2010"	May-10	104
	Alabama	1	2010	2010	"Jun., 2010"	Jun-10	69
	Alabama	1	2010	2010	"Jul., 2010"	Jul-10	101
	Alabama	1	2010	2010	"Aug., 2010"	Aug-10	119
	Alabama	1	2010	2010	"Sep., 2010"	Sep-10	94
	Alabama	1	2010	2010	"Oct., 2010"	Oct-10	106
	Alabama	1	2010	2010	"Nov., 2010"	Nov-10	91
	Alabama	1	2010	2010	"Dec., 2010"	Dec-10	112
	Alabama	1	2011	2011	"Jan., 2011"	Jan-11	118
	Alabama	1	2011	2011	"Feb., 2011"	Feb-11	81
	Alabama	1	2011	2011	"Mar., 2011"	Mar-11	97
	Alabama	1	2011	2011	"Apr., 2011"	Apr-11	91
	Alabama	1	2011	2011	"May, 2011"	May-11	88
	Alabama	1	2011	2011	"Jun., 2011"	Jun-11	96
	Alabama	1	2011	2011	"Jul., 2011"	Jul-11	77
	Alabama	1	2011	2011	"Aug., 2011"	Aug-11	77
	Alabama	1	2011	2011	"Sep., 2011"	Sep-11	58
	Alabama	1	2011	2011	"Oct., 2011"	Oct-11	91
	Alabama	1	2011	2011	"Nov., 2011"	Nov-11	92
	Alabama	1	2011	2011	"Dec., 2011"	Dec-11	81
	Alabama	1	2012	2012	"Jan., 2012"	Jan-12	108
	Alabama	1	2012	2012	"Feb., 2012"	Feb-12	81
	Alabama	1	2012	2012	"Mar., 2012"	Mar-12	106
	Alabama	1	2012	2012	"Apr., 2012"	Apr-12	70
	Alabama	1	2012	2012	"May, 2012"	May-12	94
	Alabama	1	2012	2012	"Jun., 2012"	Jun-12	80
